Name,Average IoU,Precision,Success Rate,Video Duration,Video FPS,Total Process Time,Total Frames,Process FPS,Device
mmtracking_vis-trimmed-person-10,0.8847651830334926,0.8895116092874299,0.9983987189751802,124.9,30.0,64.33332657814026,3747.0,58.243529431807566,cuda
mmtracking_sot-trimmed-person-10,0.480833093934082,0.3538831064851881,0.5828662930344275,124.9,30.0,53.07238245010376,3747.0,70.60169201039277,cuda
yolo_botsort_tracker-trimmed-person-10,0.9118672598991652,0.934347477982386,1.0,124.9,30.0,353.3925132751465,3747.0,10.60294109027329,cpu
yolo_bytetrack_tracker-trimmed-person-10,0.8763166402672369,0.9362156391780092,0.9994662396583934,124.9,30.0,274.12357115745544,3747.0,13.669017896486322,cpu
yolo_bytetrack_tracker-trimmed-person-10,0.8763083732360888,0.9364825193488124,0.9994662396583934,124.9,30.0,72.58811092376709,3747.0,51.62002361426852,cuda
yolo_botsort_tracker-trimmed-person-10,0.9118385787023432,0.934347477982386,1.0,124.9,30.0,76.30761957168579,3747.0,49.10387745066467,cuda
ssd-trimmed-person-10,0.6063352008991681,0.3931144915932746,0.8054443554843875,124.9,30.0,133.82081055641174,3747.0,28.00012931038453,cuda
